id_operacion;ubicacion;SOA;operador1;operador2;operacion;resultado;id_participantes;id_bloque;correctas_deteccion;correctas_operacion;TR_deteccion;acarreo
104;Derecha;750;36;28;Suma;64;ab518;Bloque 4;1;0;624;Si
71;Derecha;750;62;21;Suma;59;ab518;Bloque 4;1;1;334;No
336;Izquierda;1250;82;46;Resta;43;ab518;Bloque 4;1;1;2626;Si
356;Izquierda;750;87;39;Resta;68;ab518;Bloque 4;1;1;528;Si
319;Derecha;300;73;38;Resta;25;ab518;Bloque 4;1;0;675;No
338;Izquierda;750;83;29;Resta;54;ab518;Bloque 4;1;0;1112;Si
54;Izquierda;750;53;32;Suma;101;ab518;Bloque 4;1;1;458;Si
122;Izquierda;300;43;38;Suma;115;ab518;Bloque 4;1;1;591;Si
24;Derecha;300;42;26;Suma;68;ab518;Bloque 4;1;1;448;Si
222;Derecha;300;74;31;Resta;43;ab518;Bloque 4;1;0;481;Si
85;Derecha;300;71;25;Suma;96;ab518;Bloque 4;1;1;1277;Si
371;Derecha;300;94;28;Resta;47;ab518;Bloque 4;1;1;577;No
309;Derecha;750;71;24;Resta;47;ab518;Bloque 4;1;0;625;Si
282;Derecha;1250;96;45;Resta;51;f7bbe;Bloque 4;1;1;594;Si
232;Derecha;300;79;34;Resta;45;f7bbe;Bloque 4;1;1;697;No
142;Izquierda;1250;48;39;Suma;87;f7bbe;Bloque 4;1;1;660;Si
311;Derecha;1250;71;37;Resta;34;f7bbe;Bloque 4;1;1;623;Si
212;Derecha;750;68;25;Resta;36;f7bbe;Bloque 4;1;1;536;Si
234;Derecha;1250;79;43;Resta;36;f7bbe;Bloque 4;1;1;718;No
353;Izquierda;1250;86;47;Resta;39;f7bbe;Bloque 4;1;1;720;No
67;Derecha;300;61;28;Suma;89;f7bbe;Bloque 4;1;1;715;No
168;Derecha;750;59;23;Suma;58;f7bbe;Bloque 4;1;1;460;Si
10;Derecha;1250;34;23;Suma;68;f7bbe;Bloque 4;1;1;644;Si
119;Derecha;750;42;39;Suma;81;f7bbe;Bloque 4;1;1;495;No
98;Izquierda;750;34;28;Suma;52;f7bbe;Bloque 4;1;1;653;No
253;Izquierda;1250;87;32;Resta;78;f7bbe;Bloque 4;1;1;920;No
77;Izquierda;750;63;32;Suma;67;f7bbe;Bloque 4;1;1;542;Si
290;Izquierda;300;61;25;Resta;43;f7bbe;Bloque 4;1;1;694;Si
182;Izquierda;750;65;29;Suma;94;f7bbe;Bloque 4;1;0;507;No
314;Derecha;1250;72;28;Resta;44;f7bbe;Bloque 4;1;1;790;Si
24;Izquierda;1250;42;26;Suma;68;f7bbe;Bloque 4;1;1;660;Si
112;Izquierda;300;38;26;Suma;64;f7bbe;Bloque 4;1;1;734;Si
376;Izquierda;750;95;27;Resta;68;f7bbe;Bloque 4;1;0;787;Si
299;Derecha;1250;63;24;Resta;28;f7bbe;Bloque 4;1;0;553;Si
86;Derecha;1250;71;27;Suma;98;f7bbe;Bloque 4;1;0;829;Si
155;Derecha;750;53;39;Suma;65;f7bbe;Bloque 4;1;1;732;No
145;Izquierda;300;49;26;Suma;53;f7bbe;Bloque 4;1;0;665;No
377;Derecha;1250;95;28;Resta;67;f7bbe;Bloque 4;1;1;561;No
188;Derecha;300;68;29;Suma;137;f7bbe;Bloque 4;1;1;694;No
78;Izquierda;300;64;21;Suma;85;f7bbe;Bloque 4;1;1;763;No
352;Izquierda;300;86;39;Resta;56;f7bbe;Bloque 4;1;1;873;No
235;Derecha;1250;79;45;Resta;29;f7bbe;Bloque 4;1;1;691;No
21;Izquierda;750;41;37;Suma;93;f7bbe;Bloque 4;1;1;614;No
53;Izquierda;300;53;31;Suma;84;f7bbe;Bloque 4;1;0;1288;Si
61;Izquierda;1250;56;31;Suma;103;f7bbe;Bloque 4;1;1;564;No
287;Izquierda;1250;98;42;Resta;56;f7bbe;Bloque 4;1;1;696;Si
211;Izquierda;750;68;24;Resta;62;f7bbe;Bloque 4;1;1;652;Si
95;Izquierda;1250;75;23;Suma;117;f7bbe;Bloque 4;1;1;998;No
213;Derecha;750;68;26;Resta;42;f7bbe;Bloque 4;1;1;1263;Si
331;Derecha;1250;81;49;Resta;27;5ff48;Bloque 4;1;1;465;No
274;Derecha;300;94;42;Resta;52;5ff48;Bloque 4;1;1;828;No
258;Derecha;750;89;25;Resta;64;5ff48;Bloque 4;1;1;694;No
104;Izquierda;300;36;28;Suma;64;5ff48;Bloque 4;1;1;763;Si
189;Derecha;300;69;23;Suma;92;5ff48;Bloque 4;1;1;579;No
374;Izquierda;300;94;37;Resta;57;5ff48;Bloque 4;1;1;1185;No
37;Izquierda;1250;46;32;Suma;78;5ff48;Bloque 4;1;1;614;Si
122;Derecha;750;43;38;Suma;115;5ff48;Bloque 4;1;1;616;Si
148;Izquierda;300;49;35;Suma;84;5ff48;Bloque 4;1;1;600;No
15;Izquierda;750;36;23;Suma;59;5ff48;Bloque 4;1;1;526;No
327;Izquierda;1250;76;28;Resta;57;5ff48;Bloque 4;1;1;571;No
286;Derecha;750;98;26;Resta;72;5ff48;Bloque 4;1;1;599;Si
179;Izquierda;1250;64;28;Suma;92;5ff48;Bloque 4;1;0;546;Si
93;Izquierda;1250;74;21;Suma;95;5ff48;Bloque 4;1;1;579;Si
230;Derecha;1250;78;26;Resta;62;5ff48;Bloque 4;1;1;539;No
309;Derecha;300;71;24;Resta;47;5ff48;Bloque 4;1;1;909;Si
18;Izquierda;300;41;24;Suma;46;5ff48;Bloque 4;1;1;678;Si
330;Derecha;750;81;36;Resta;64;5ff48;Bloque 4;1;1;810;No
247;Izquierda;300;85;43;Resta;42;5ff48;Bloque 4;1;1;719;Si
130;Derecha;750;46;25;Suma;60;5ff48;Bloque 4;1;1;560;Si
334;Izquierda;300;82;36;Resta;33;5ff48;Bloque 4;1;1;565;No
46;Derecha;750;51;45;Suma;96;5ff48;Bloque 4;1;1;632;Si
277;Derecha;300;95;32;Resta;45;5ff48;Bloque 4;1;1;585;Si
207;Izquierda;300;65;24;Resta;41;5ff48;Bloque 4;1;1;766;Si
281;Derecha;300;96;43;Resta;53;5ff48;Bloque 4;1;1;843;No
276;Derecha;300;95;31;Resta;91;5ff48;Bloque 4;0;1;1808;No
69;Izquierda;750;61;35;Suma;114;5ff48;Bloque 4;1;1;917;Si
358;Izquierda;750;91;39;Resta;52;5ff48;Bloque 4;1;1;853;Si
370;Izquierda;750;94;25;Resta;82;5ff48;Bloque 4;1;1;853;Si
157;Derecha;300;56;35;Suma;64;5ff48;Bloque 4;1;1;669;Si
248;Derecha;1250;86;34;Resta;74;5ff48;Bloque 4;1;1;718;Si
64;Izquierda;1250;57;32;Suma;89;5ff48;Bloque 4;1;1;785;Si
176;Derecha;1250;63;28;Suma;64;5ff48;Bloque 4;1;1;798;Si
379;Derecha;1250;96;27;Resta;98;5ff48;Bloque 4;1;1;649;No
295;Izquierda;750;62;24;Resta;32;5ff48;Bloque 4;1;1;734;Si
177;Derecha;1250;63;29;Suma;77;5ff48;Bloque 4;1;1;638;Si
372;Izquierda;750;94;29;Resta;46;f5112;Bloque 4;1;1;666;Si
197;Derecha;750;57;21;Resta;51;f5112;Bloque 4;1;1;701;No
352;Izquierda;300;86;39;Resta;56;f5112;Bloque 4;1;1;595;No
33;Derecha;300;45;23;Suma;96;f5112;Bloque 4;1;1;541;Si
49;Izquierda;300;52;34;Suma;86;f5112;Bloque 4;1;1;545;No
128;Izquierda;1250;45;36;Suma;68;f5112;Bloque 4;1;1;443;Si
280;Izquierda;300;96;42;Resta;38;f5112;Bloque 4;1;1;443;Si
125;Izquierda;1250;45;27;Suma;72;f5112;Bloque 4;1;1;744;No
88;Derecha;1250;72;23;Suma;95;f5112;Bloque 4;1;1;502;Si
166;Derecha;750;58;34;Suma;65;f5112;Bloque 4;1;1;947;Si
11;Derecha;750;35;21;Suma;40;f5112;Bloque 4;1;1;588;No
55;Izquierda;300;53;41;Suma;94;f5112;Bloque 4;1;1;554;No
324;Izquierda;300;74;29;Resta;45;f5112;Bloque 4;1;0;420;No
30;Derecha;1250;43;31;Suma;74;f5112;Bloque 4;1;1;547;No
335;Izquierda;300;82;37;Resta;64;f5112;Bloque 4;1;0;519;No
83;Derecha;750;65;31;Suma;136;f5112;Bloque 4;1;1;676;Si
361;Derecha;1250;92;26;Resta;47;f5112;Bloque 4;1;1;543;No
18;Derecha;1250;41;24;Suma;46;f5112;Bloque 4;1;1;595;Si
102;Izquierda;300;35;29;Suma;64;f5112;Bloque 4;1;1;526;Si
109;Derecha;750;37;28;Suma;92;f5112;Bloque 4;1;1;527;Si
210;Derecha;300;67;25;Resta;42;f5112;Bloque 4;1;1;631;Si
99;Derecha;750;34;29;Suma;63;f5112;Bloque 4;1;0;685;No
96;Izquierda;750;76;21;Suma;69;f5112;Bloque 4;1;1;635;No
122;Izquierda;750;43;38;Suma;115;f5112;Bloque 4;1;1;649;Si
94;Derecha;300;75;21;Suma;114;f5112;Bloque 4;1;1;762;Si
129;Izquierda;750;45;37;Suma;82;f5112;Bloque 4;1;1;577;No
371;Izquierda;300;94;28;Resta;47;f5112;Bloque 4;1;1;595;No
337;Derecha;750;82;49;Resta;33;f5112;Bloque 4;1;1;535;Si
175;Derecha;1250;62;29;Suma;91;f5112;Bloque 4;1;1;514;Si
120;Izquierda;750;43;28;Suma;84;f5112;Bloque 4;1;0;538;No
209;Derecha;300;67;23;Resta;37;f5112;Bloque 4;1;1;402;Si
115;Derecha;300;39;24;Suma;89;f5112;Bloque 4;1;1;644;No
205;Derecha;750;63;21;Resta;35;f5112;Bloque 4;1;1;586;Si
281;Izquierda;300;96;43;Resta;53;f5112;Bloque 4;1;1;518;No
239;Izquierda;1250;83;32;Resta;61;f5112;Bloque 4;1;1;513;Si
260;Izquierda;1250;89;35;Resta;64;f5112;Bloque 4;1;1;534;No
17;Izquierda;1250;38;21;Suma;59;f5411;Bloque 4;1;1;439;Si
130;Izquierda;750;46;25;Suma;60;f5411;Bloque 4;1;1;477;Si
301;Izquierda;300;63;27;Resta;43;f5411;Bloque 4;1;1;492;No
111;Derecha;750;38;25;Suma;63;f5411;Bloque 4;1;0;669;No
281;Derecha;1250;96;43;Resta;53;f5411;Bloque 4;1;1;389;No
357;Izquierda;300;87;48;Resta;39;f5411;Bloque 4;1;1;433;No
382;Izquierda;300;96;49;Resta;47;f5411;Bloque 4;1;1;507;No
89;Izquierda;300;72;24;Suma;68;f5411;Bloque 4;1;1;781;Si
223;Derecha;750;74;41;Resta;28;f5411;Bloque 4;1;1;545;No
52;Derecha;1250;53;25;Suma;78;f5411;Bloque 4;1;1;448;No
274;Izquierda;300;94;42;Resta;52;f5411;Bloque 4;1;1;560;No
372;Izquierda;1250;94;29;Resta;46;f5411;Bloque 4;1;1;304;Si
224;Izquierda;750;74;42;Resta;45;f5411;Bloque 4;1;1;622;No
99;Derecha;1250;34;29;Suma;63;f5411;Bloque 4;1;1;581;No
283;Derecha;300;97;26;Resta;100;f5411;Bloque 4;1;1;479;Si
234;Izquierda;750;79;43;Resta;36;f5411;Bloque 4;1;1;521;No
364;Derecha;750;92;39;Resta;53;f5411;Bloque 4;1;1;1172;Si
261;Izquierda;300;89;36;Resta;37;f5411;Bloque 4;1;1;592;No
377;Izquierda;300;95;28;Resta;67;f5411;Bloque 4;1;1;485;No
136;Izquierda;750;48;25;Suma;87;f5411;Bloque 4;1;1;542;Si
20;Derecha;1250;41;35;Suma;64;f5411;Bloque 4;1;1;407;No
213;Derecha;1250;68;26;Resta;42;f5411;Bloque 4;1;1;901;Si
121;Izquierda;1250;43;29;Suma;61;f5411;Bloque 4;1;1;531;No
91;Derecha;300;73;21;Suma;133;f5411;Bloque 4;1;1;559;Si
201;Derecha;300;58;24;Resta;40;f5411;Bloque 4;1;1;402;No
237;Izquierda;300;82;31;Resta;51;f5411;Bloque 4;1;0;646;Si
56;Derecha;1250;53;45;Suma;98;f5411;Bloque 4;1;1;693;No
260;Derecha;750;89;35;Resta;64;f5411;Bloque 4;1;0;714;No
54;Izquierda;1250;53;32;Suma;101;f5411;Bloque 4;1;1;479;Si
303;Izquierda;1250;64;26;Resta;54;f5411;Bloque 4;1;1;340;No
313;Izquierda;1250;72;25;Resta;33;f5411;Bloque 4;1;1;464;No
29;Izquierda;300;43;26;Suma;69;f5411;Bloque 4;1;1;503;Si
167;Derecha;1250;58;36;Suma;94;f5411;Bloque 4;1;1;516;Si
331;Izquierda;300;81;49;Resta;27;f5411;Bloque 4;1;1;722;No
137;Derecha;300;48;26;Suma;52;f5411;Bloque 4;1;1;560;Si
163;Derecha;1250;58;24;Suma;98;f5411;Bloque 4;1;1;508;Si
329;Izquierda;300;78;29;Resta;69;70e3b;Bloque 4;1;1;621;No
148;Derecha;750;49;35;Suma;84;70e3b;Bloque 4;1;1;478;No
264;Izquierda;300;89;45;Resta;31;70e3b;Bloque 4;1;1;804;No
134;Izquierda;300;47;39;Suma;86;70e3b;Bloque 4;1;1;1142;Si
186;Izquierda;300;67;29;Suma;114;70e3b;Bloque 4;1;1;794;No
298;Izquierda;300;62;29;Resta;47;70e3b;Bloque 4;1;0;585;Si
244;Izquierda;750;85;23;Resta;62;70e3b;Bloque 4;1;1;420;Si
356;Izquierda;750;87;39;Resta;68;70e3b;Bloque 4;1;1;506;Si
342;Derecha;1250;84;28;Resta;47;70e3b;Bloque 4;1;1;594;Si
123;Izquierda;750;43;39;Suma;82;70e3b;Bloque 4;1;0;470;Si
111;Derecha;1250;38;25;Suma;63;70e3b;Bloque 4;1;1;862;No
227;Izquierda;750;75;34;Resta;41;70e3b;Bloque 4;1;1;452;Si
8;Derecha;750;32;26;Suma;58;70e3b;Bloque 4;1;1;568;No
7;Izquierda;300;32;24;Suma;56;70e3b;Bloque 4;1;1;562;No
295;Derecha;750;62;24;Resta;32;70e3b;Bloque 4;1;0;592;Si
58;Derecha;1250;54;35;Suma;89;70e3b;Bloque 4;1;1;514;Si
114;Derecha;750;39;23;Suma;62;70e3b;Bloque 4;1;1;843;No
42;Derecha;300;51;23;Suma;74;70e3b;Bloque 4;1;1;675;No
258;Izquierda;750;89;25;Resta;64;70e3b;Bloque 4;1;1;668;No
158;Izquierda;300;56;38;Suma;66;70e3b;Bloque 4;1;1;1503;No
267;Derecha;1250;93;21;Resta;51;70e3b;Bloque 4;1;1;422;Si
292;Derecha;300;61;28;Resta;33;70e3b;Bloque 4;1;1;703;No
305;Izquierda;300;64;28;Resta;36;70e3b;Bloque 4;1;1;1092;Si
25;Derecha;750;42;31;Suma;87;70e3b;Bloque 4;1;1;612;No
257;Izquierda;1250;89;23;Resta;66;70e3b;Bloque 4;1;1;436;Si
306;Izquierda;750;65;26;Resta;39;70e3b;Bloque 4;1;1;665;No
214;Izquierda;750;69;24;Resta;64;70e3b;Bloque 4;1;1;679;Si
87;Derecha;1250;72;21;Suma;78;70e3b;Bloque 4;1;1;587;Si
319;Izquierda;300;73;38;Resta;25;70e3b;Bloque 4;1;1;527;No
224;Izquierda;750;74;42;Resta;45;70e3b;Bloque 4;1;1;572;No
101;Izquierda;1250;35;28;Suma;63;70e3b;Bloque 4;1;1;465;No
221;Derecha;1250;74;23;Resta;51;70e3b;Bloque 4;1;1;508;Si
76;Derecha;750;63;26;Suma;89;70e3b;Bloque 4;1;1;436;Si
16;Izquierda;300;37;21;Suma;58;70e3b;Bloque 4;1;1;991;No
361;Derecha;750;92;26;Resta;47;70e3b;Bloque 4;1;1;523;No
273;Derecha;1250;94;32;Resta;52;70e3b;Bloque 4;1;1;602;No
330;Derecha;750;81;36;Resta;64;9e11c;Bloque 4;1;1;849;No
263;Izquierda;750;89;42;Resta;33;9e11c;Bloque 4;1;1;432;Si
152;Izquierda;750;53;28;Suma;81;9e11c;Bloque 4;1;1;571;Si
95;Izquierda;750;75;23;Suma;117;9e11c;Bloque 4;1;1;486;No
309;Derecha;750;71;24;Resta;47;9e11c;Bloque 4;1;1;737;Si
317;Derecha;750;73;34;Resta;55;9e11c;Bloque 4;1;1;1545;No
105;Derecha;300;36;29;Suma;65;9e11c;Bloque 4;1;1;643;No
285;Izquierda;1250;97;41;Resta;67;9e11c;Bloque 4;1;1;309;Si
243;Izquierda;1250;84;43;Resta;41;9e11c;Bloque 4;1;1;458;No
275;Izquierda;750;95;23;Resta;61;9e11c;Bloque 4;1;1;411;No
231;Derecha;1250;78;27;Resta;51;9e11c;Bloque 4;1;1;304;No
71;Izquierda;750;62;21;Suma;59;9e11c;Bloque 4;1;1;438;No
50;Derecha;300;52;43;Suma;95;9e11c;Bloque 4;1;1;991;No
104;Izquierda;300;36;28;Suma;64;9e11c;Bloque 4;1;1;657;Si
305;Derecha;1250;64;28;Resta;36;9e11c;Bloque 4;1;0;1707;Si
312;Derecha;1250;72;23;Resta;49;9e11c;Bloque 4;1;1;1395;Si
144;Izquierda;1250;49;25;Suma;74;9e11c;Bloque 4;1;1;510;No
169;Derecha;1250;59;24;Suma;70;9e11c;Bloque 4;1;1;290;No
29;Izquierda;300;43;26;Suma;69;9e11c;Bloque 4;1;1;520;Si
167;Derecha;750;58;36;Suma;94;9e11c;Bloque 4;1;0;441;Si
160;Izquierda;300;57;28;Suma;85;9e11c;Bloque 4;1;1;1960;No
380;Izquierda;1250;96;29;Resta;80;9e11c;Bloque 4;1;1;465;No
279;Izquierda;1250;96;34;Resta;44;9e11c;Bloque 4;1;1;521;No
215;Derecha;1250;69;32;Resta;31;9e11c;Bloque 4;1;1;356;No
18;Derecha;300;41;24;Suma;46;9e11c;Bloque 4;1;1;636;Si
25;Izquierda;300;42;31;Suma;87;9e11c;Bloque 4;1;1;598;No
183;Derecha;300;67;24;Suma;91;9e11c;Bloque 4;1;1;693;No
106;Derecha;300;37;24;Suma;86;9e11c;Bloque 4;1;1;373;No
370;Derecha;300;94;25;Resta;82;9e11c;Bloque 4;1;1;727;Si
67;Derecha;1250;61;28;Suma;89;9e11c;Bloque 4;1;1;287;No
124;Derecha;300;45;26;Suma;71;9e11c;Bloque 4;1;1;468;No
333;Izquierda;300;82;35;Resta;47;9e11c;Bloque 4;1;1;729;No
294;Izquierda;750;62;23;Resta;28;9e11c;Bloque 4;1;1;1064;Si
72;Izquierda;750;62;24;Suma;72;9e11c;Bloque 4;1;1;509;No
229;Derecha;1250;78;23;Resta;55;9e11c;Bloque 4;1;1;347;No
301;Izquierda;1250;63;27;Resta;43;9e11c;Bloque 4;1;1;800;No
176;Derecha;300;63;28;Suma;64;15b29;Bloque 4;1;1;463;Si
234;Derecha;1250;79;43;Resta;36;15b29;Bloque 4;1;0;561;No
20;Izquierda;300;41;35;Suma;64;15b29;Bloque 4;1;1;546;No
250;Derecha;1250;87;21;Resta;66;15b29;Bloque 4;1;0;996;Si
66;Izquierda;750;61;23;Suma;84;15b29;Bloque 4;1;1;1057;No
324;Izquierda;300;74;29;Resta;45;15b29;Bloque 4;1;1;903;No
320;Derecha;300;73;39;Resta;48;15b29;Bloque 4;1;1;693;No
316;Derecha;1250;73;29;Resta;31;15b29;Bloque 4;1;1;473;No
236;Izquierda;750;82;21;Resta;61;15b29;Bloque 4;1;0;624;Si
226;Izquierda;750;75;32;Resta;43;15b29;Bloque 4;1;1;378;Si
183;Derecha;1250;67;24;Suma;91;15b29;Bloque 4;1;0;392;No
171;Izquierda;750;59;27;Suma;122;15b29;Bloque 4;1;1;579;Si
184;Izquierda;1250;67;25;Suma;130;15b29;Bloque 4;1;1;377;No
221;Derecha;1250;74;23;Resta;51;15b29;Bloque 4;1;0;460;Si
51;Derecha;300;53;21;Suma;74;15b29;Bloque 4;1;1;427;No
22;Derecha;1250;41;38;Suma;79;15b29;Bloque 4;1;1;423;Si
11;Izquierda;300;35;21;Suma;40;15b29;Bloque 4;1;1;408;No
219;Derecha;750;73;41;Resta;27;15b29;Bloque 4;1;1;462;Si
315;Izquierda;1250;73;27;Resta;55;15b29;Bloque 4;1;0;650;Si
384;Derecha;300;97;48;Resta;49;15b29;Bloque 4;1;1;547;No
128;Derecha;750;45;36;Suma;68;15b29;Bloque 4;1;1;1220;Si
123;Derecha;300;43;39;Suma;82;15b29;Bloque 4;1;1;656;Si
240;Derecha;300;83;41;Resta;50;15b29;Bloque 4;1;0;642;Si
304;Derecha;300;64;27;Resta;37;15b29;Bloque 4;1;0;766;Si
229;Derecha;750;78;23;Resta;55;15b29;Bloque 4;1;1;469;No
371;Derecha;300;94;28;Resta;47;15b29;Bloque 4;1;1;1050;No
157;Izquierda;750;56;35;Suma;64;15b29;Bloque 4;1;1;434;Si
381;Derecha;300;96;39;Resta;57;15b29;Bloque 4;1;0;582;Si
152;Derecha;1250;53;28;Suma;81;15b29;Bloque 4;1;1;506;Si
82;Derecha;750;65;24;Suma;89;15b29;Bloque 4;1;1;1160;No
61;Derecha;1250;56;31;Suma;103;15b29;Bloque 4;1;1;407;No
232;Derecha;300;79;34;Resta;45;15b29;Bloque 4;1;1;815;No
43;Izquierda;300;51;25;Suma;64;15b29;Bloque 4;1;1;579;No
322;Izquierda;750;74;27;Resta;47;15b29;Bloque 4;1;1;1292;Si
335;Derecha;750;82;37;Resta;64;15b29;Bloque 4;1;1;736;No
59;Izquierda;1250;54;43;Suma;97;15b29;Bloque 4;1;1;625;Si
133;Izquierda;1250;47;35;Suma;69;4ba98;Bloque 4;1;1;1556;Si
35;Izquierda;750;45;31;Suma;90;4ba98;Bloque 4;1;1;2544;Si
251;Derecha;300;87;26;Resta;61;4ba98;Bloque 4;1;1;473;No
5;Izquierda;300;31;28;Suma;83;4ba98;Bloque 4;1;0;2471;No
375;Derecha;300;94;39;Resta;78;4ba98;Bloque 4;1;1;4782;No
343;Izquierda;300;84;29;Resta;78;4ba98;Bloque 4;1;0;2394;Si
104;Izquierda;300;36;28;Suma;64;4ba98;Bloque 4;1;0;1639;Si
22;Izquierda;1250;41;38;Suma;79;4ba98;Bloque 4;1;0;2088;Si
353;Izquierda;1250;86;47;Resta;39;4ba98;Bloque 4;1;1;582;No
154;Izquierda;750;53;38;Suma;91;4ba98;Bloque 4;1;0;1359;No
309;Derecha;750;71;24;Resta;47;4ba98;Bloque 4;1;0;617;Si
351;Izquierda;1250;86;38;Resta;34;4ba98;Bloque 4;1;1;2846;No
92;Derecha;1250;73;24;Suma;115;4ba98;Bloque 4;1;1;2481;Si
345;Izquierda;750;84;38;Resta;55;4ba98;Bloque 4;1;0;1336;Si
140;Derecha;750;48;36;Suma;84;4ba98;Bloque 4;1;0;2188;Si
46;Derecha;1250;51;45;Suma;96;4ba98;Bloque 4;1;1;2598;Si
288;Derecha;300;98;43;Resta;55;4ba98;Bloque 4;1;0;4182;No
240;Izquierda;300;83;41;Resta;50;4ba98;Bloque 4;1;0;1755;Si
248;Derecha;1250;86;34;Resta;74;4ba98;Bloque 4;1;1;3538;Si
337;Derecha;300;82;49;Resta;33;4ba98;Bloque 4;1;1;2956;Si
264;Derecha;750;89;45;Resta;31;4ba98;Bloque 4;1;1;3352;No
52;Izquierda;750;53;25;Suma;78;4ba98;Bloque 4;1;1;1614;No
85;Derecha;750;71;25;Suma;96;4ba98;Bloque 4;1;1;1708;Si
101;Derecha;1250;35;28;Suma;63;4ba98;Bloque 4;1;1;1912;No
148;Izquierda;1250;49;35;Suma;84;4ba98;Bloque 4;1;1;3496;No
110;Derecha;750;38;23;Suma;61;4ba98;Bloque 4;1;0;499;No
374;Derecha;1250;94;37;Resta;57;4ba98;Bloque 4;1;0;5291;No
81;Izquierda;1250;64;31;Suma;95;4ba98;Bloque 4;1;1;4852;Si
151;Izquierda;300;52;39;Suma;91;4ba98;Bloque 4;1;0;2440;No
239;Derecha;300;83;32;Resta;61;4ba98;Bloque 4;1;1;2410;Si
217;Derecha;300;73;21;Resta;52;4ba98;Bloque 4;1;0;2531;Si
203;Derecha;750;59;23;Resta;36;4ba98;Bloque 4;1;0;7148;No
111;Derecha;1250;38;25;Suma;63;4ba98;Bloque 4;1;1;1299;No
116;Izquierda;300;39;26;Suma;65;4ba98;Bloque 4;1;1;3389;Si
207;Izquierda;300;65;24;Resta;41;4ba98;Bloque 4;1;0;1371;Si
344;Izquierda;300;84;36;Resta;48;4ba98;Bloque 4;1;0;3050;No
208;Izquierda;300;65;32;Resta;33;432b6;Bloque 4;1;1;1167;Si
44;Derecha;300;51;35;Suma;86;432b6;Bloque 4;1;1;1210;No
145;Derecha;1250;49;26;Suma;53;432b6;Bloque 4;1;1;1680;No
383;Derecha;300;97;28;Resta;69;432b6;Bloque 4;1;1;792;No
368;Derecha;1250;93;36;Resta;40;432b6;Bloque 4;1;1;552;Si
21;Derecha;300;41;37;Suma;93;432b6;Bloque 4;1;0;1046;No
152;Derecha;750;53;28;Suma;81;432b6;Bloque 4;1;1;598;Si
32;Derecha;300;43;36;Suma;79;432b6;Bloque 4;1;1;1482;Si
367;Derecha;750;93;27;Resta;66;432b6;Bloque 4;1;1;819;No
357;Derecha;300;87;48;Resta;39;432b6;Bloque 4;1;0;905;No
211;Derecha;300;68;24;Resta;62;432b6;Bloque 4;1;1;1224;Si
284;Izquierda;1250;97;34;Resta;63;432b6;Bloque 4;1;1;1126;Si
189;Derecha;750;69;23;Suma;92;432b6;Bloque 4;1;1;417;No
260;Izquierda;1250;89;35;Resta;64;432b6;Bloque 4;1;1;487;No
28;Derecha;1250;43;25;Suma;68;432b6;Bloque 4;1;1;809;Si
285;Izquierda;1250;97;41;Resta;67;432b6;Bloque 4;1;0;1176;Si
71;Derecha;750;62;21;Suma;59;432b6;Bloque 4;1;1;880;No
154;Izquierda;1250;53;38;Suma;91;432b6;Bloque 4;1;0;456;No
315;Derecha;1250;73;27;Resta;55;432b6;Bloque 4;1;0;605;Si
33;Izquierda;750;45;23;Suma;96;432b6;Bloque 4;1;1;1044;Si
180;Izquierda;750;65;27;Suma;109;432b6;Bloque 4;1;1;868;Si
202;Izquierda;750;58;26;Resta;27;432b6;Bloque 4;1;1;954;No
381;Izquierda;300;96;39;Resta;57;432b6;Bloque 4;1;1;1110;Si
98;Izquierda;750;34;28;Suma;52;432b6;Bloque 4;1;0;371;No
332;Izquierda;300;82;27;Resta;55;432b6;Bloque 4;1;1;1160;No
353;Derecha;300;86;47;Resta;39;432b6;Bloque 4;1;0;867;No
86;Izquierda;750;71;27;Suma;98;432b6;Bloque 4;1;1;1021;Si
298;Derecha;300;62;29;Resta;47;432b6;Bloque 4;1;1;895;Si
123;Derecha;1250;43;39;Suma;82;432b6;Bloque 4;1;0;612;Si
92;Izquierda;300;73;24;Suma;115;432b6;Bloque 4;1;1;911;Si
147;Izquierda;1250;49;34;Suma;59;432b6;Bloque 4;1;0;644;No
171;Izquierda;1250;59;27;Suma;122;432b6;Bloque 4;1;1;711;Si
225;Izquierda;1250;74;43;Resta;31;432b6;Bloque 4;1;1;805;Si
275;Derecha;1250;95;23;Resta;61;432b6;Bloque 4;1;1;890;No
26;Izquierda;750;43;21;Suma;64;432b6;Bloque 4;1;1;1111;Si
329;Izquierda;1250;78;29;Resta;69;432b6;Bloque 4;1;0;647;No
70;Derecha;1250;61;37;Suma;82;5c334;Bloque 4;1;1;594;Si
345;Derecha;1250;84;38;Resta;55;5c334;Bloque 4;1;1;582;Si
40;Derecha;1250;48;21;Suma;69;5c334;Bloque 4;1;1;592;No
364;Izquierda;300;92;39;Resta;53;5c334;Bloque 4;1;0;732;Si
208;Derecha;300;65;32;Resta;33;5c334;Bloque 4;1;1;552;Si
7;Izquierda;750;32;24;Suma;56;5c334;Bloque 4;1;1;576;No
342;Izquierda;300;84;28;Resta;47;5c334;Bloque 4;1;1;475;Si
194;Derecha;750;54;21;Resta;23;5c334;Bloque 4;1;1;491;No
316;Derecha;750;73;29;Resta;31;5c334;Bloque 4;1;1;354;No
142;Derecha;750;48;39;Suma;87;5c334;Bloque 4;1;0;470;Si
